name,A59,A79,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATB,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,E19,ECU,EGY,ERI,ESH,ESP,EST,ETH,F19,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,O19,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,S19,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,X1 ,X2 ,XX ,YEM,ZAF,ZMB,ZWE,_X 
CAN,0.0,0.0,28328.474,7186187.527,45632011.46200002,62143.77199999998,16895945.661,270203.359,573391335.7590001,990956011.624,9711187.669,189952.68600000007,124481.214,0.0,2367.5470000000005,427342.23400000005,2029877146.684,2029695237.8810005,19467257.053000007,509475.298,3491220268.741,4542379.621000001,2484.621,64153336.882999994,2017562059.493,188819729.024,90863433.09299996,9407146.430999998,27870978.804,286440.8880000001,13065946.404,4871796.228,3124985.7610000013,255034648.66300005,6508277717.907,17704390.124999996,478438.241,21339.73,4395.79,8009980.431,275810.25000000006,3652175450.068,172385.30500000002,5686027549.544001,1787516487.72,76826266922.78401,281660000.41800004,14810120.181,77079438.69400004,2029664.2909999995,29020.043,1447435035.6339998,508206.618,147770.02399999998,492111751.165,738790800.6760001,47943.75199999999,329251.939,3877785.381000001,4707646.334,746290850.4339999,17223374718.121998,250513.445,276720.86400000006,1561614509.2079997,256622143.05600008,217047332.29600003,0.0,523034631.81999993,1027913271.614,75432.74900000001,43960.63,2825224406.333,121953747.84799996,51621295.502,0.0,1278537958.0079997,6371885.577999999,252698.636,5939671116.272,25048150.830999997,0.0,1909061.8340000005,6610827788.755998,14708338.621,72189621.97600001,7130.26,53416619.711,127078.85399999998,16945.428000000004,87865592.35100001,286218516.50400007,1244963.829,2299816.494,619704686.1279998,427386.112,185059045.153,336849756.80600005,3605.749,386750347.4139999,72883324.30800001,51282993.463,665055923.5560001,2219222847.918,6393449215.706,26840.114000000005,3010719397.719,26758965.192,411136.931,85486890.95399998,1187602039.5110002,9288050508.226,46882116.49,133214656.30500002,13139832594.12,902180118.4410001,31249009.818,331252.65199999994,1830580151.972,416595.186,1495908.725,10173039258.895,295868724.859,30213946.781999998,36966278.61,24507022.796,121563.52800000002,973344.138,436981064.62900007,8083139.987999999,315480974.6079999,123175367.491,63204824.69499999,10207958.684000002,515497371.634,17125437.483,131826353.38199995,439542.41800000006,31133492900.288998,0.0,11200170.067,2959557.8349999995,28239255.771999992,162566662.73300004,5514037.558000001,2038945.078000001,0.0,110080618.946,589334598.0500001,148073.678,19488432.745,1841906.354,3188411139.5750003,100813778.04599996,928914.246,4587696.428,40553.56,1330094279.482,140090863.17000005,109903.39099999996,4163246884.164,827449278.1450002,12093982.474999998,248324.29299999995,708493970.8969998,0.0,109623094.83900002,559860338.756,156540368.11399996,103874.099,3197392362.557,1492072446.1109998,0.0,3228310.47,2137199331.4100003,0.0,1733020411.5199995,21572654.554,0.0,1186281.2900000005,171037460.00700003,610095324.315,596527376.2789998,3062710.4610000006,7268939999.104,2908089666.18,289697.244,4702041.567000001,1029123601.956,0.0,100897.441,326359.25700000004,2640761.0840000007,118567907.76299998,0.0,321526.448,7032680.295,79304374.51099998,1574.6270000000002,76041.48000000001,12062589.413999995,721509645.7829996,207648759.4999999,2261735166.6390004,1632347.5210000004,42340.343,1404652.8659999997,2321882.2690000003,479651.228,110119.255,77527171.821,3993678366.8860006,58126.139,0.0,527973.1299999999,10363629.869000005,316922.98900000006,217407475.43999997,171853200.177,2439535912.4990005,0.0,20617171.883,24745769.304,209957182.05200005,2022464.183,63136828.744,278530002498.116,256218957.39599997,0.0,59133.66,11720382.936,187965.666,9852346083.184996,134472.43900000004,25687.602,372678.008,0.0,0.0,0.0,142898.76799999998,1742942212.926,425703797.9980001,9805488.942,0.0
CCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHE,0.0,0.0,132526.824,1835371.186,18248606.494000003,0.0,32387361.234,696449.51,9333484124.654997,1147079443.5979996,10070276.263,0.0,0.0,0.0,0.0,161075.161,2943921823.274,11567620106.338997,351466752.106,49729.056,4741172110.489,526495.15,0.0,3030339874.4679995,1118225397.4940002,497115842.289,65254716.802,1559912.562,170868997.324,603268.9310000001,24752068.574,294845.417,32446.773,7622481.039,1711325330.3849998,539958.6540000002,85155.32700000003,29606.873,0.0,13185477.164,319520.997,6519216077.635998,0.0,0.0,909802223.741,21536018972.725,1435765193.8210003,5562829.108,2445054.094,5921377.172,0.0,456165845.3370001,373566.4059999999,0.0,148985660.50199994,41459277.055,1004891.323,0.0,1022049.065,11096576.258000003,3156375032.1879992,69944643273.359,398416.998,0.0,1054320565.5600002,1082447245.596,120531859.064,0.0,538024981.5639998,87973994.43500003,187226.778,0.0,9528494929.018,126821889.35199995,78394331.134,0.0,1600438623.953,88011.80399999997,0.0,23033735633.545,8773755.082999999,0.0,391886.505,14350651803.778004,86567318.213,3365729765.063,739876.0570000001,348102140.61500007,36547.314,0.0,0.0,253685054.2380001,389965.625,1149801.7680000002,81831249.391,10560.678,2535005.031000001,3847082684.7470016,0.0,55400021.54599999,346994119.90700006,5549359.345000001,1740440338.9720004,2214046924.2220006,2838321865.2630005,0.0,4210920362.251001,17801681.849000003,128045.341,53313117.567,647152200.5510004,24849630057.218,3543315.778999999,14636787.279999996,5701748703.462998,2903242962.485,87120184.112,84078989.49,319060442.887,0.0,745014.0670000002,2323531128.65,13200624.369999995,100712205.89400004,163352197.325,544459864.886,116986237.539,59374.114,301845043.71500003,2688166.237,304540182.219,273314599.096,85507998.96499997,55312853.066,383857278.871,26126911.009000003,41749240.497,7957658.709,2176797974.09,208066.316,90558926.834,1258929248.998,32939697.021,160525887.83200005,4162621.750000001,902398878.8829997,0.0,44526391.556,290690212.7660001,8465.343,41639708.080000006,5030673.078999999,944291407.5019999,5983839.192000001,0.0,521483.145,0.0,922057702.312,275087083.995,0.0,5866917954.604,579430217.73,10256774.097000005,0.0,88860812.817,0.0,22159286.445000008,269191143.68200004,52465196.264000006,0.0,2507084420.661,3764038142.3200006,0.0,3519281.1530000004,3248529559.5010004,0.0,1253536034.647,24532318.709000006,754077.7559999998,739321.4200000002,387235313.3210001,1035464249.519,1895345023.041,315212.338,1839397810.2599995,839978200.9319998,136139.41999999998,645760115.5919999,4574237396.79,0.0,37348.64,16346472.383000003,1471022.1919999998,4620095.721,1844054.527,47479.30300000001,0.0,374819767.238,28342.709000000003,1802323.809,1225109109.459,1115077495.906,7004944913.855,1605842711.8329997,5116774.798,12103.346,458906.025,610962.316,0.0,6302.0769999999975,1758376.6030000004,3832794988.907001,274133827.9550001,0.0,65181.391,13548.787,0.0,621693.895,251362815.54,2093228175.6020005,0.0,365851534.366,29406263.016,170409691.15600005,0.0,38593968.134,37800545739.717,4028265576.042,497117.431,32509.66,2181105.6299999994,80214411.59900004,1957297917.3219995,0.0,0.0,935517.86,0.0,0.0,0.0,49308.284000000014,5871740864.818999,4666693.196,8793631.391999999,0.0
CHL,0.0,0.0,0.0,26350.8,390125829.29,18886016.07800001,359179.30999999994,755660.2959999999,72465523.78699999,6054911037.882999,8404970.419,0.0,0.0,0.0,136494.7,1749.52,831246311.7860001,378132993.12,71782.481,2369.81,685913453.3749999,78.49,0.0,0.0,255311742.02600005,27405468.134000003,4048178.208,114010.056,1846303.783,0.0,4791923.292,21120.657,59223.43,419151195.463,10117663274.792995,152930.54600000003,24167992.97,0.0,0.0,0.0,64.21,1022524728.386,0.0,359020208.8229999,18269668.578000005,26253855826.838,1368020.1900000002,59481.088,88.39,18999.4,0.0,1791102152.549,174.33,29714.85,56287416.75800001,3766183.9159999993,25339.17,0.0,5219.83,2802531.534,147482710.732,2789392801.759,39159.889,51393.05699999999,237702067.12800005,20902301.5,6356096.509,0.0,1253042378.9440002,23836486.709000003,0.0,0.0,2033040482.501,16179406.669000002,319057.62000000005,13391.82,388921363.5859999,100994.242,0.0,1345667917.446,0.0,278.69,62642.64,613484444.1480001,3235224.0350000006,367208.094,127544.0,191553.69,12005635.99,654177.04,477297539.68,43036322.80799999,205.38,0.0,151031793.302,447.73,10383.11,52553079.537000015,0.0,11010418.933999998,6142540.953,1182987.729,81655895.64699998,476841508.05,1464972549.233,0.0,208957235.20999992,1547013.895,1091.01,5332457.247,143609644.306,1496365890.7259996,592531.2170000002,8519471.541000001,2777371204.7169995,111721540.524,5337379.99,0.0,64805499.58199998,387.68,0.0,1972727417.06,30753.6,208319.41,378321.28,2014.81,0.0,23729.0,63907014.136,1281.67,37742062.19499999,17115781.028,9993700.596,97307.39999999998,22441791.614,716579.3919999999,947339.499,238.05,2320070609.2250004,0.0,81169.82999999999,0.0,16381987.721,14954285.745000005,0.0,35888.29,0.0,437078.07,275828.52,0.0,280302.96,4469.83,290813045.24999994,97731.44,51.5,799.67,0.0,57417400.95399998,6317327.751,0.0,579330619.596,199314022.67200005,277705.43000000005,0.0,112894389.56099996,0.0,18288506.197000004,123591786.297,87622408.65200001,0.0,1985989725.253,62331579.34299998,0.0,0.0,253430748.62900004,0.0,143261845.66600004,1230762111.13,0.0,0.0,32801927.23,53768940.73099999,72827640.41200003,2089.32,341147152.112,14584940.420000002,0.0,693860.044,81695291.32699996,0.0,0.0,0.0,363.4,13793935.754999992,70937.68,0.0,0.0,0.0,0.0,6630.2,186.89,43071240.638,27188106.497,564954850.2409998,1060.62,0.0,14246.429999999998,110813.9,0.0,26076.368,2745.42,841750121.9179999,408.16,0.0,721320.69,114.21,0.0,653383229.9560001,6152779.719,645117131.765,2555.2,1079545.76,37459.53,13736846.29,0.0,258971726.955,21722394255.326008,2786359.779,777.78,154108.73700000002,13534177.279,9016.67,1448326995.209,650840.54,0.0,211865.398,0.0,0.0,0.0,302800.18,79113936.228,30807.64,551415.6,2385169265.7990007
CHN,193458.0,394102.0,207787.0,42016266.0,23227016057.0,0.0,186389683.0,191001.0,45398882589.0,8593470143.0,942241470.0,0.0,0.0,0.0,0.0,1048837.0,141346401743.0,8237039437.0,245870094.0,10073163.0,8727435504.0,257035799.0,22.0,104015107.0,981384878.0,1271416573.0,251208961.0,8824737.0,122706087.0,0.0,1804419911.0,711406.0,45016.0,871551289.0,109165379059.0,26552437.0,2247559180.0,2854439.0,0.0,396713497.0,25025721.0,42324989154.0,0.0,49909184179.0,44432048469.0,122885321261.0,970250554.0,655929886.0,16774866046.0,5595267520.0,823407.0,7041819909.0,77588.0,20486.0,2008902785.0,456636750.0,18906.0,0.0,13946.0,33626982.0,5419430261.0,111396371484.0,96734429.0,431747.0,5717016476.0,519070654.0,1143560634.0,9380.0,6797471975.0,1019820220.0,457671473.0,1187.0,9764538410.0,301369559.0,453604947.0,356804.0,5277061394.0,43150868.0,0.0,35581334445.0,114782715.0,100885.0,3968147488.0,21821184977.0,156647568.0,2344008190.0,19257.0,4529181665.0,44142016.0,2563.0,1516383585.0,832521385.0,272492.0,367081711.0,573477025.0,0.0,1302762477.0,7846250886.0,0.0,29224038.0,158695373.0,2584372.0,5049296987.0,77741437342.0,17480015179.0,0.0,18095927870.0,6354413234.0,39383941630.0,190753548.0,8965957689.0,26976508932.0,14662336.0,743702683.0,184487652782.0,14809555057.0,269192379.0,81660648.0,1838366778.0,1202.0,645412.0,199656925741.0,26508353363.0,3342783889.0,63978297.0,15003948.0,2933437659.0,53022.0,494815120.0,22237299.0,90921300.0,327689470.0,375371960.0,79361968.0,908909172.0,84883569.0,624604885.0,55509.0,17433597188.0,175141.0,178956081.0,87679163.0,585213801.0,11488028669.0,47205612.0,9336968959.0,0.0,1340035314.0,1185586466.0,11275.0,31628041.0,12449046.0,109891993282.0,592277519.0,1875976972.0,317709463.0,108.0,1600084645.0,36025598.0,0.0,12516532595.0,7895973898.0,21774358.0,106975.0,15971227936.0,0.0,36183341987.0,3412735963.0,1244974996.0,0.0,24067329516.0,23046201305.0,126784.0,3845752346.0,5059699397.0,133677746.0,3037127646.0,84596265.0,19091.0,3446344.0,22558334922.0,3074650163.0,114062653557.0,70478429.0,238127382370.0,78037111978.0,877295724.0,269513978.0,33956972988.0,0.0,0.0,301530143.0,757089622.0,233504732.0,5017448.0,7383479.0,226.0,1375498909.0,236972103.0,150051.0,45812522.0,7709702095.0,589490943.0,9163420062.0,780578.0,0.0,69998.0,2241098.0,90019.0,1085583682.0,192294313.0,56517618525.0,381752997.0,0.0,10313558825.0,145356984.0,1887.0,757182084.0,254518323.0,4519536264.0,11304.0,535783975.0,58279582.0,4298707448.0,0.0,4457587636.0,178927555988.0,2276413680.0,3131.0,3360.0,833463617.0,58542.0,87962404974.0,10815334.0,175.0,945187.0,0.0,0.0,0.0,633252134.0,32464447011.0,5744250657.0,1296177663.0,1353868753.0
CIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
